season,team,player_id,pfr_id,esb_id,gsis_it_id,smart_id,player_name,first_name,last_name,football_name,position,depth_chart_position,ngs_position,jersey_number,status,birth_date,age,height,weight,college,years_exp,entry_year,rookie_year,draft_club,draft_number
2020,BAL,00-0036191,,CRA538498,53083,32004352-4153-8498-754b-b4a50e55788d,Aaron Crawford,Aaron,Crawford,Aaron,DL,DT,,69,DEV,1997-11-04,22,73.0,290.0,North Carolina,0,2020,2020,,
2021,BAL,00-0036191,,CRA538498,53083,32004352-4153-8498-754b-b4a50e55788d,Aaron Crawford,Aaron,Crawford,Aaron,DL,DT,,97,RES,1997-11-04,23,73.0,290.0,North Carolina,1,2020,2020,,
2022,LAC,00-0036191,,CRA538498,53083,32004352-4153-8498-754b-b4a50e55788d,Aaron Crawford,Aaron,Crawford,Aaron,DL,DT,,97,DEV,1997-11-04,24,73.0,290.0,North Carolina,2,2020,2020,,
2020,BUF,00-0036192,EpenAJ00,EPE415291,52462,32004550-4541-5291-9369-b9d0c170a565,A.J. Epenesa,Andrew,Epenesa,A.J.,DL,DE,EDGE,57,ACT,1998-09-15,21,78.0,280.0,Iowa,0,2020,2020,BUF,54
2021,BUF,00-0036192,EpenAJ00,EPE415291,52462,32004550-4541-5291-9369-b9d0c170a565,A.J. Epenesa,Andrew,Epenesa,A.J.,DL,DE,EDGE,57,ACT,1998-09-15,22,78.0,280.0,Iowa,1,2020,2020,BUF,54
2022,BUF,00-0036192,EpenAJ00,EPE415291,52462,32004550-4541-5291-9369-b9d0c170a565,A.J. Epenesa,Andrew,Epenesa,A.J.,DL,DE,EDGE,57,ACT,1998-09-15,23,78.0,280.0,Iowa,2,2020,2020,BUF,54
2023,BUF,00-0036192,EpenAJ00,EPE415291,52462,32004550-4541-5291-9369-b9d0c170a565,A.J. Epenesa,Andrew,Epenesa,A.J.,DL,DE,EDGE,57,ACT,1998-09-15,24,78.0,280.0,Iowa,3,2020,2020,BUF,54
2024,BUF,00-0036192,EpenAJ00,EPE415291,52462,32004550-4541-5291-9369-b9d0c170a565,A.J. Epenesa,Andrew,Epenesa,A.J.,DL,DE,EDGE,57,ACT,1998-09-15,25,78.0,280.0,Iowa,4,2020,2020,BUF,54
2025,BUF,00-0036192,EpenAJ00,EPE415291,52462,32004550-4541-5291-9369-b9d0c170a565,A.J. Epenesa,Andrew,Epenesa,A.J.,DL,DE,EDGE,57,ACT,1998-09-15,26,78.0,260.0,Iowa,5,2020,2020,BUF,54
2020,NE,00-0036193,JennAn00,JEN457643,52495,32004a45-4e45-7643-aa15-10fa6baa34c7,Anfernee Jennings,Anfernee,Jennings,Anfernee,LB,OLB,,58,INA,1997-09-01,22,75.0,259.0,Alabama,0,2020,2020,NE,87
2021,NE,00-0036193,JennAn00,JEN457643,52495,32004a45-4e45-7643-aa15-10fa6baa34c7,Anfernee Jennings,Anfernee,Jennings,Anfernee,LB,OLB,,58,RES,1997-09-01,23,75.0,259.0,Alabama,1,2020,2020,NE,87
2022,NE,00-0036193,JennAn00,JEN457643,52495,32004a45-4e45-7643-aa15-10fa6baa34c7,Anfernee Jennings,Anfernee,Jennings,Anfernee,LB,OLB,EDGE,58,ACT,1997-09-01,24,75.0,259.0,Alabama,2,2020,2020,NE,87
2023,NE,00-0036193,JennAn00,JEN457643,52495,32004a45-4e45-7643-aa15-10fa6baa34c7,Anfernee Jennings,Anfernee,Jennings,Anfernee,LB,OLB,EDGE,33,ACT,1997-09-01,25,75.0,259.0,Alabama,3,2020,2020,NE,87
2024,NE,00-0036193,JennAn00,JEN457643,52495,32004a45-4e45-7643-aa15-10fa6baa34c7,Anfernee Jennings,Anfernee,Jennings,Anfernee,LB,OLB,EDGE,33,ACT,1997-05-01,27,75.0,259.0,Alabama,4,2020,2020,NE,87
2025,NE,00-0036193,JennAn00,JEN457643,52495,32004a45-4e45-7643-aa15-10fa6baa34c7,Anfernee Jennings,Anfernee,Jennings,Anfernee,LB,OLB,EDGE,33,ACT,1997-05-01,28,75.0,259.0,Alabama,5,2020,2020,NE,87
2020,NE,00-0036194,AsiaDe00,ASI024038,52499,32004153-4902-4038-a2e4-cae6370aa967,Devin Asiasi,Devin,Asiasi,Devin,TE,TE,TE,86,ACT,1997-08-14,23,75.0,260.0,UCLA,0,2020,2020,NE,91
2021,NE,00-0036194,AsiaDe00,ASI024038,52499,32004153-4902-4038-a2e4-cae6370aa967,Devin Asiasi,Devin,Asiasi,Devin,TE,TE,,86,INA,1997-08-14,24,75.0,260.0,UCLA,1,2020,2020,NE,91
2022,CIN,00-0036194,AsiaDe00,ASI024038,52499,32004153-4902-4038-a2e4-cae6370aa967,Devin Asiasi,Devin,Asiasi,Devin,TE,TE,TE,86,ACT,1997-08-14,25,75.0,260.0,UCLA,2,2020,2020,NE,91
2023,TEN,00-0036194,AsiaDe00,ASI024038,52499,32004153-4902-4038-a2e4-cae6370aa967,Devin Asiasi,Devin,Asiasi,Devin,TE,TE,,86,DEV,1997-08-14,26,75.0,260.0,UCLA,3,2020,2020,NE,91
2020,HOU,00-0036195,,HEC157579,52534,32004845-4315-7579-cc7c-c4b25609c704,Charlie Heck,Charles,Heck,Charlie,OL,T,T,67,ACT,1996-11-20,23,80.0,315.0,North Carolina,0,2020,2020,HOU,126
2021,HOU,00-0036195,,HEC157579,52534,32004845-4315-7579-cc7c-c4b25609c704,Charlie Heck,Charles,Heck,Charlie,OL,T,T,67,ACT,1996-11-20,24,80.0,315.0,North Carolina,1,2020,2020,HOU,126
2022,HOU,00-0036195,,HEC157579,52534,32004845-4315-7579-cc7c-c4b25609c704,Charlie Heck,Charles,Heck,Charlie,OL,T,,67,ACT,1996-11-20,25,80.0,315.0,North Carolina,2,2020,2020,HOU,126
2023,HOU,00-0036195,,HEC157579,52534,32004845-4315-7579-cc7c-c4b25609c704,Charlie Heck,Charles,Heck,Charlie,OL,T,,67,ACT,1996-11-20,26,80.0,315.0,North Carolina,3,2020,2020,HOU,126
2024,SF,00-0036195,,HEC157579,52534,32004845-4315-7579-cc7c-c4b25609c704,Charlie Heck,Charles,Heck,Charlie,OL,T,T,75,ACT,1996-11-20,27,80.0,315.0,North Carolina,4,2020,2020,HOU,126
2025,TB,00-0036195,,HEC157579,52534,32004845-4315-7579-cc7c-c4b25609c704,Charlie Heck,Charles,Heck,Charlie,OL,T,TE,77,ACT,1996-11-20,28,80.0,315.0,North Carolina,5,2020,2020,HOU,126
2020,BUF,00-0036196,DaviGa01,DAV329675,52536,32004441-5632-9675-38f5-3e009da4e98e,Gabriel Davis,Gabriel,Davis,Gabriel,WR,WR,SLOT_WR,13,ACT,1999-03-01,21,74.0,213.0,Central Florida,0,2020,2020,BUF,128
2021,BUF,00-0036196,DaviGa01,DAV329675,52536,32004441-5632-9675-38f5-3e009da4e98e,Gabriel Davis,Gabriel,Davis,Gabriel,WR,WR,WR,13,ACT,1999-03-01,22,74.0,213.0,Central Florida,1,2020,2020,BUF,128
2022,BUF,00-0036196,DaviGa01,DAV329675,52536,32004441-5632-9675-38f5-3e009da4e98e,Gabe Davis,Gabriel,Davis,Gabe,WR,WR,WR,13,ACT,1999-03-01,23,74.0,213.0,Central Florida,2,2020,2020,BUF,128
2023,BUF,00-0036196,DaviGa01,DAV329675,52536,32004441-5632-9675-38f5-3e009da4e98e,Gabe Davis,Gabriel,Davis,Gabe,WR,WR,,13,INA,1999-03-01,24,74.0,213.0,Central Florida,3,2020,2020,BUF,128
2024,JAX,00-0036196,DaviGa01,DAV329675,52536,32004441-5632-9675-38f5-3e009da4e98e,Gabe Davis,Gabriel,Davis,Gabe,WR,WR,,0,RES,1999-03-01,25,74.0,213.0,Central Florida,4,2020,2020,BUF,128
2025,BUF,00-0036196,DaviGa01,DAV329675,52536,32004441-5632-9675-38f5-3e009da4e98e,Gabe Davis,Gabriel,Davis,Gabe,WR,WR,,13,RES,1999-03-01,26,74.0,225.0,UCF,5,2020,2020,BUF,128
2020,BUF,00-0036197,FromJa00,FRO325139,52575,32004652-4f32-5139-dbcd-9c79c7f41e56,Jake Fromm,William,Fromm,Jake,QB,QB,,10,INA,1998-07-30,22,74.0,222.0,Georgia,0,2020,2020,BUF,167
2021,NYG,00-0036197,FromJa00,FRO325139,52575,32004652-4f32-5139-dbcd-9c79c7f41e56,Jake Fromm,William,Fromm,Jake,QB,QB,QB,17,ACT,1998-07-30,23,74.0,222.0,Georgia,1,2020,2020,BUF,167
2022,WAS,00-0036197,FromJa00,FRO325139,52575,32004652-4f32-5139-dbcd-9c79c7f41e56,Jake Fromm,William,Fromm,Jake,QB,QB,,17,DEV,1998-07-30,24,74.0,222.0,Georgia,2,2020,2020,BUF,167
2023,WAS,00-0036197,FromJa00,FRO325139,52575,32004652-4f32-5139-dbcd-9c79c7f41e56,Jake Fromm,William,Fromm,Jake,QB,QB,,11,ACT,1998-07-30,25,74.0,222.0,Georgia,3,2020,2020,BUF,167
2024,DET,00-0036197,FromJa00,FRO325139,52575,32004652-4f32-5139-dbcd-9c79c7f41e56,Jake Fromm,William,Fromm,Jake,QB,QB,,18,DEV,1998-07-30,26,74.0,222.0,Georgia,4,2020,2020,BUF,167
2020,NE,00-0036198,,ONW415291,52590,32004f4e-5741-5291-a74a-040f32c558e0,Michael Onwenu,Michael,Onwenu,Michael,OL,G,G,71,ACT,1997-12-10,22,75.0,350.0,Michigan,0,2020,2020,NE,182
2021,NE,00-0036198,,ONW415291,52590,32004f4e-5741-5291-a74a-040f32c558e0,Michael Onwenu,Michael,Onwenu,Michael,OL,G,TE,71,ACT,1997-12-10,23,75.0,350.0,Michigan,1,2020,2020,NE,182
2022,NE,00-0036198,,ONW415291,52590,32004f4e-5741-5291-a74a-040f32c558e0,Michael Onwenu,Michael,Onwenu,Michael,OL,G,G,71,ACT,1997-12-10,24,75.0,350.0,Michigan,2,2020,2020,NE,182
2023,NE,00-0036198,,ONW415291,52590,32004f4e-5741-5291-a74a-040f32c558e0,Michael Onwenu,Michael,Onwenu,Michael,OL,G,T,71,ACT,1997-12-10,25,75.0,350.0,Michigan,3,2020,2020,NE,182
2024,NE,00-0036198,,ONW415291,52590,32004f4e-5741-5291-a74a-040f32c558e0,Mike Onwenu,Michael,Onwenu,Michael,OL,G,G,71,ACT,1997-12-10,26,75.0,350.0,Michigan,4,2020,2020,NE,182
2025,NE,00-0036198,,ONW415291,52590,32004f4e-5741-5291-a74a-040f32c558e0,Mike Onwenu,Michael,Onwenu,Michael,OL,G,G,71,ACT,1997-12-10,27,75.0,350.0,Michigan,5,2020,2020,NE,182
2020,HOU,00-0036199,StonGe00,STO396630,52627,32005354-4f39-6630-4d73-2328fd2eb451,Geno Stone,Geno,Stone,Geno,DB,FS,,24,INA,1999-04-19,21,71.0,210.0,Iowa,0,2020,2020,BAL,219
2021,BAL,00-0036199,StonGe00,STO396630,52627,32005354-4f39-6630-4d73-2328fd2eb451,Geno Stone,Geno,Stone,Geno,DB,SS,SAFETY,26,ACT,1999-04-19,22,70.0,210.0,Iowa,1,2020,2020,BAL,219
2022,BAL,00-0036199,StonGe00,STO396630,52627,32005354-4f39-6630-4d73-2328fd2eb451,Geno Stone,Geno,Stone,Geno,DB,SS,,26,ACT,1999-04-19,23,71.0,210.0,Iowa,2,2020,2020,BAL,219
2023,BAL,00-0036199,StonGe00,STO396630,52627,32005354-4f39-6630-4d73-2328fd2eb451,Geno Stone,Geno,Stone,Geno,DB,SS,SAFETY,26,ACT,1999-04-19,24,71.0,210.0,Iowa,3,2020,2020,BAL,219
2024,CIN,00-0036199,StonGe00,STO396630,52627,32005354-4f39-6630-4d73-2328fd2eb451,Geno Stone,Geno,Stone,Geno,DB,SS,SAFETY,22,ACT,1999-04-19,25,71.0,210.0,Iowa,4,2020,2020,BAL,219
2025,CIN,00-0036199,StonGe00,STO396630,52627,32005354-4f39-6630-4d73-2328fd2eb451,Geno Stone,Geno,Stone,Geno,DB,FS,SAFETY,22,ACT,1999-04-19,26,71.0,210.0,Iowa,5,2020,2020,BAL,219
2020,NE,00-0036200,,,52638,3200474f-5204-5716-a75e-4ec8e313a651,Dustin Woodard,Dustin,Woodard,Dustin,OL,C,,0,RES,,,74.0,291.0,Memphis,0,2020,2020,NE,230
2020,LV,00-0036201,,AUT547722,53084,32004155-5454-7722-9a17-c90af8e88fdc,Lee Autry,Lee,Autry,Lee,DL,DT,,63,DEV,1996-07-29,24,74.0,305.0,Mississippi State,0,2020,2020,,
2020,CHI,00-0036202,,EIS270485,53085,32004549-5327-0485-e147-958d8b888d12,Dieter Eiselen,Dieter,Eiselen,Dieter,OL,G,,60,DEV,1996-06-10,24,76.0,300.0,Yale,0,2020,2020,,
2021,CHI,00-0036202,,EIS270485,53085,32004549-5327-0485-e147-958d8b888d12,Dieter Eiselen,Dieter,Eiselen,Dieter,OL,G,,60,DEV,1996-06-10,25,76.0,300.0,Yale,1,2020,2020,,
2022,CHI,00-0036202,,EIS270485,53085,32004549-5327-0485-e147-958d8b888d12,Dieter Eiselen,Dieter,Eiselen,Dieter,OL,G,,60,ACT,1996-06-10,26,76.0,300.0,Yale,2,2020,2020,,
2023,HOU,00-0036202,,EIS270485,53085,32004549-5327-0485-e147-958d8b888d12,Dieter Eiselen,Dieter,Eiselen,Dieter,OL,C,,60,ACT,1996-06-10,27,76.0,300.0,Yale,3,2020,2020,,
2024,JAX,00-0036202,,EIS270485,53085,32004549-5327-0485-e147-958d8b888d12,Dieter Eiselen,Dieter,Eiselen,Dieter,OL,C,,60,DEV,1996-06-10,28,76.0,300.0,Yale,4,2020,2020,,
2020,CIN,00-0036203,,JON518595,53086,32004a4f-4e51-8595-eee3-39ef53f42e49,Keandre Jones,Keandre,Jones,Keandre,LB,LB,,47,ACT,1997-09-24,22,75.0,220.0,Maryland,0,2020,2020,,
2021,CIN,00-0036203,,JON518595,53086,32004a4f-4e51-8595-eee3-39ef53f42e49,Keandre Jones,Keandre,Jones,Keandre,LB,ILB,,47,ACT,1997-09-24,23,75.0,220.0,Maryland,1,2020,2020,,
2022,CIN,00-0036203,,JON518595,53086,32004a4f-4e51-8595-eee3-39ef53f42e49,Keandre Jones,Keandre,Jones,Keandre,LB,ILB,,47,DEV,1997-09-24,24,75.0,220.0,Maryland,2,2020,2020,,
2023,CIN,00-0036203,JoneKe03,JON518595,53086,32004a4f-4e51-8595-eee3-39ef53f42e49,Keandre Jones,Keandre,Jones,Keandre,LB,ILB,,47,CUT,,,75.0,220.0,Maryland,3,2020,2020,,
2024,WAS,00-0036203,JoneKe03,JON518595,53086,32004a4f-4e51-8595-eee3-39ef53f42e49,Keandre Jones,Keandre,Jones,Keandre,LB,ILB,,47,CUT,1997-09-24,26,75.0,220.0,Maryland,4,2020,2020,,
2020,CHI,00-0036204,,LON014708,53087,32004c4f-4e01-4708-990f-d62bf46aed72,Lacale London,Lacale,London,Lacale,DL,DT,,63,DEV,1997-08-05,23,77.0,280.0,Western Illinois,0,2020,2020,,
2021,CHI,00-0036204,,LON014708,53087,32004c4f-4e01-4708-990f-d62bf46aed72,Lacale London,Lacale,London,Lacale,DL,DT,,63,DEV,1997-08-05,24,77.0,280.0,Western Illinois,1,2020,2020,,
2022,CHI,00-0036204,,LON014708,53087,32004c4f-4e01-4708-990f-d62bf46aed72,Lacale London,Lacale,London,Lacale,DL,DT,,63,CUT,1997-08-05,25,77.0,280.0,Western Illinois,2,2020,2020,,
2023,ATL,00-0036204,,LON014708,53087,32004c4f-4e01-4708-990f-d62bf46aed72,Lacale London,Lacale,London,Lacale,DL,DT,INTERIOR_LINE,72,ACT,1997-08-05,26,75.0,280.0,Western Illinois,3,2020,2020,,
2024,ATL,00-0036204,,LON014708,53087,32004c4f-4e01-4708-990f-d62bf46aed72,LaCale London,Lacale,London,Lacale,DL,DT,,94,DEV,1997-08-05,27,75.0,280.0,Western Illinois,4,2020,2020,,
2025,ATL,00-0036204,LondLa00,LON014708,53087,32004c4f-4e01-4708-990f-d62bf46aed72,LaCale London,Lacale,London,Lacale,DL,DT,INTERIOR_LINE,94,ACT,1997-08-05,28,75.0,280.0,Western Illinois,5,2020,2020,,
2020,CHI,00-0036205,,MAC333319,53088,32004d41-4333-3319-aab3-f292fdfecb62,Ledarius Mack,Ledarius,Mack,Ledarius,DL,DE,,57,DEV,1996-10-03,23,73.0,240.0,Buffalo,0,2020,2020,,
2021,CHI,00-0036205,,MAC333319,53088,32004d41-4333-3319-aab3-f292fdfecb62,Ledarius Mack,Ledarius,Mack,Ledarius,DL,DE,,43,DEV,1996-10-03,24,73.0,240.0,Buffalo,1,2020,2020,,
2020,CHI,00-0036207,,MCS675714,53090,32004d43-5367-5714-a9ef-285199551126,Trevon McSwain,Trevon,McSwain,Trevon,DL,DT,,75,CUT,1996-11-04,23,78.0,285.0,Duke,0,2020,2020,,
2020,CHI,00-0036208,,PIE194559,53091,32005049-4519-4559-dd07-3fb75ff004b3,Artavis Pierce,Artavis,Pierce,Artavis,RB,RB,,46,ACT,1996-05-17,24,71.0,208.0,Oregon State,0,2020,2020,,
2021,CLE,00-0036208,,PIE194559,53091,32005049-4519-4559-dd07-3fb75ff004b3,Artavis Pierce,Artavis,Pierce,Artavis,RB,RB,,31,DEV,1996-05-17,25,71.0,208.0,Oregon State,1,2020,2020,,
2020,PHI,00-0036209,,SMI590351,53092,3200534d-4959-0351-f6c4-bfa762e7bb26,Rashad Smith,Rashad,Smith,Rashad,LB,ILB,MLB,53,ACT,1997-04-20,23,73.0,220.0,Florida Atlantic,0,2020,2020,,
2021,ATL,00-0036209,,SMI590351,53092,3200534d-4959-0351-f6c4-bfa762e7bb26,Rashad Smith,Rashad,Smith,Rashad,LB,ILB,,53,DEV,1997-04-20,24,73.0,220.0,Florida Atlantic,1,2020,2020,,
2022,ATL,00-0036209,,SMI590351,53092,3200534d-4959-0351-f6c4-bfa762e7bb26,Rashad Smith,Rashad,Smith,Rashad,LB,ILB,,59,CUT,1997-04-20,25,73.0,220.0,Florida Atlantic,2,2020,2020,,
2020,CHI,00-0036210,,TRA290659,53093,32005452-4129-0659-2682-be900f2a5ea7,Badara Traore,Badara,Traore,Badara,OL,T,,79,DEV,1997-03-12,23,79.0,320.0,Louisiana State,0,2020,2020,,
2021,JAX,00-0036210,,TRA290659,53093,32005452-4129-0659-2682-be900f2a5ea7,Badara Traore,Badara,Traore,Badara,OL,T,,73,ACT,1997-03-12,24,79.0,320.0,Louisiana State,1,2020,2020,,
2022,ARI,00-0036210,,TRA290659,53093,32005452-4129-0659-2682-be900f2a5ea7,Badara Traore,Badara,Traore,Badara,OL,T,,70,DEV,1997-03-12,25,79.0,320.0,Louisiana State,2,2020,2020,,
2023,CAR,00-0036210,,TRA290659,53093,32005452-4129-0659-2682-be900f2a5ea7,Badara Traore,Badara,Traore,Badara,OL,T,,76,DEV,1997-03-12,26,79.0,320.0,Louisiana State,3,2020,2020,,
2024,CAR,00-0036210,,TRA290659,53093,32005452-4129-0659-2682-be900f2a5ea7,Badara Traore,Badara,Traore,Badara,OL,T,,76,CUT,1997-03-12,27,79.0,320.0,Louisiana State,4,2020,2020,,
2020,CHI,00-0036211,,WAG210319,53094,32005741-4721-0319-1363-3ef60b9192b5,Ahmad Wagner,Ahmad,Wagner,Ahmad,WR,WR,,49,CUT,1996-12-21,23,77.0,234.0,Kentucky,0,2020,2020,,
2020,MIA,00-0036212,TagoTu00,TAG620344,52413,32005441-4762-0344-3a46-269f5e5e854e,Tua Tagovailoa,Tua,Tagovailoa,Tua,QB,QB,QB,1,ACT,1998-03-02,22,72.0,218.0,Alabama,0,2020,2020,MIA,5
2021,MIA,00-0036212,TagoTu00,TAG620344,52413,32005441-4762-0344-3a46-269f5e5e854e,Tua Tagovailoa,Tua,Tagovailoa,Tua,QB,QB,QB,1,ACT,1998-03-02,23,73.0,218.0,Alabama,1,2020,2020,MIA,5
2022,MIA,00-0036212,TagoTu00,TAG620344,52413,32005441-4762-0344-3a46-269f5e5e854e,Tua Tagovailoa,Tua,Tagovailoa,Tua,QB,QB,,1,INA,1998-03-02,24,73.0,218.0,Alabama,2,2020,2020,MIA,5
2023,MIA,00-0036212,TagoTu00,TAG620344,52413,32005441-4762-0344-3a46-269f5e5e854e,Tua Tagovailoa,Tua,Tagovailoa,Tua,QB,QB,QB,1,ACT,1998-03-02,25,73.0,218.0,Alabama,3,2020,2020,MIA,5
2024,MIA,00-0036212,TagoTu00,TAG620344,52413,32005441-4762-0344-3a46-269f5e5e854e,Tua Tagovailoa,Tua,Tagovailoa,Tua,QB,QB,,1,INA,1998-03-02,26,73.0,218.0,Alabama,4,2020,2020,MIA,5
2025,MIA,00-0036212,TagoTu00,TAG620344,52413,32005441-4762-0344-3a46-269f5e5e854e,Tua Tagovailoa,Tua,Tagovailoa,Tua,QB,QB,,1,INA,1998-03-02,27,73.0,218.0,Alabama,5,2020,2020,MIA,5
2020,MIA,00-0036213,DaviRa03,DAV626617,52464,32004441-5662-6617-82da-e7d203db8ce8,Raekwon Davis,Raekwon,Davis,Raekwon,DL,NT,INTERIOR_LINE,98,ACT,1997-06-10,23,79.0,310.0,Alabama,0,2020,2020,MIA,56
2021,MIA,00-0036213,DaviRa03,DAV626617,52464,32004441-5662-6617-82da-e7d203db8ce8,Raekwon Davis,Raekwon,Davis,Raekwon,DL,NT,INTERIOR_LINE,98,ACT,1997-06-10,24,79.0,310.0,Alabama,1,2020,2020,MIA,56
2022,MIA,00-0036213,DaviRa03,DAV626617,52464,32004441-5662-6617-82da-e7d203db8ce8,Raekwon Davis,Raekwon,Davis,Raekwon,DL,NT,INTERIOR_LINE,98,ACT,1997-06-10,25,79.0,310.0,Alabama,2,2020,2020,MIA,56
2023,MIA,00-0036213,DaviRa03,DAV626617,52464,32004441-5662-6617-82da-e7d203db8ce8,Raekwon Davis,Raekwon,Davis,Raekwon,DL,NT,INTERIOR_LINE,98,ACT,1997-06-10,26,79.0,310.0,Alabama,3,2020,2020,MIA,56
2024,IND,00-0036213,DaviRa03,DAV626617,52464,32004441-5662-6617-82da-e7d203db8ce8,Raekwon Davis,Raekwon,Davis,Raekwon,DL,NT,INTERIOR_LINE,98,ACT,1997-06-10,27,79.0,310.0,Alabama,4,2020,2020,MIA,56
2020,BAL,00-0036214,,PHI657661,52514,32005048-4965-7661-7c59-fd64f666d20f,Tyre Phillips,Tyre,Phillips,Tyre,OL,G,T,74,ACT,1997-01-29,23,77.0,345.0,Mississippi State,0,2020,2020,BAL,106
2021,BAL,00-0036214,,PHI657661,52514,32005048-4965-7661-7c59-fd64f666d20f,Tyre Phillips,Tyre,Phillips,Tyre,OL,G,,74,RES,1997-01-29,24,77.0,345.0,Mississippi State,1,2020,2020,BAL,106
2022,NYG,00-0036214,,PHI657661,52514,32005048-4965-7661-7c59-fd64f666d20f,Tyre Phillips,Tyre,Phillips,Tyre,OL,T,,79,ACT,1997-01-29,25,77.0,345.0,Mississippi State,2,2020,2020,BAL,106
2023,NYG,00-0036214,,PHI657661,52514,32005048-4965-7661-7c59-fd64f666d20f,Tyre Phillips,Tyre,Phillips,Tyre,OL,T,,79,RES,1997-01-29,26,77.0,345.0,Mississippi State,3,2020,2020,BAL,106
2024,NYG,00-0036214,,PHI657661,52514,32005048-4965-7661-7c59-fd64f666d20f,Tyre Phillips,Tyre,Phillips,Tyre,OL,T,T,79,ACT,1997-01-29,27,77.0,345.0,Mississippi State,4,2020,2020,BAL,106
2025,CLE,00-0036214,,PHI657661,52514,32005048-4965-7661-7c59-fd64f666d20f,Tyre Phillips,Tyre,Phillips,Tyre,OL,T,,69,DEV,1997-01-29,28,77.0,345.0,Mississippi State; East Mississippi JC,5,2020,2020,BAL,106
2020,IND,00-0036215,,PIN822310,52557,32005049-4e82-2310-34ae-931c132fa606,Danny Pinter,Daniel,Pinter,Danny,OL,G,,63,ACT,1996-06-19,24,76.0,300.0,Ball State,0,2020,2020,IND,149
2021,IND,00-0036215,,PIN822310,52557,32005049-4e82-2310-34ae-931c132fa606,Danny Pinter,Daniel,Pinter,Danny,OL,G,TE,63,ACT,1996-06-19,25,76.0,300.0,Ball State,1,2020,2020,IND,149
2022,IND,00-0036215,,PIN822310,52557,32005049-4e82-2310-34ae-931c132fa606,Danny Pinter,Daniel,Pinter,Danny,OL,G,TE,63,ACT,1996-06-19,26,76.0,300.0,Ball State,2,2020,2020,IND,149
2023,IND,00-0036215,,PIN822310,52557,32005049-4e82-2310-34ae-931c132fa606,Danny Pinter,Daniel,Pinter,Danny,OL,C,,63,RES,1996-06-19,27,76.0,300.0,Ball State,3,2020,2020,IND,149
2024,IND,00-0036215,,PIN822310,52557,32005049-4e82-2310-34ae-931c132fa606,Danny Pinter,Daniel,Pinter,Danny,OL,C,,63,ACT,1996-06-19,28,76.0,300.0,Ball State,4,2020,2020,IND,149
2025,IND,00-0036215,,PIN822310,52557,32005049-4e82-2310-34ae-931c132fa606,Danny Pinter,Daniel,Pinter,Danny,OL,C,,63,ACT,1996-06-19,29,76.0,300.0,Ball State,5,2020,2020,IND,149
2020,CLE,00-0036216,WeavCu00,WEA573489,52572,32005745-4157-3489-d055-25f35fe1611b,Curtis Weaver,Curtis,Weaver,Curtis,DL,DE,,61,RES,1998-08-03,22,75.0,265.0,Boise State,0,2020,2020,MIA,164
2021,CLE,00-0036216,WeavCu00,WEA573489,52572,32005745-4157-3489-d055-25f35fe1611b,Curtis Weaver,Curtis,Weaver,Curtis,DL,DE,EDGE,59,ACT,1998-08-03,23,74.0,265.0,Boise State,1,2020,2020,MIA,164
2022,CLE,00-0036216,WeavCu00,WEA573489,52572,32005745-4157-3489-d055-25f35fe1611b,Curtis Weaver,Curtis,Weaver,Curtis,DL,DE,,92,CUT,1998-08-03,24,74.0,265.0,Boise State,2,2020,2020,MIA,164
2020,MIA,00-0036217,,FER045768,52593,32004645-5204-5768-746f-e219dd20e488,Blake Ferguson,Blake,Ferguson,Blake,LS,LS,,50,ACT,1997-04-21,23,75.0,235.0,Louisiana State,0,2020,2020,MIA,185
2021,MIA,00-0036217,,FER045768,52593,32004645-5204-5768-746f-e219dd20e488,Blake Ferguson,Blake,Ferguson,Blake,LS,LS,,44,ACT,1997-04-21,24,75.0,235.0,Louisiana State,1,2020,2020,MIA,185
2022,MIA,00-0036217,,FER045768,52593,32004645-5204-5768-746f-e219dd20e488,Blake Ferguson,Blake,Ferguson,Blake,LS,LS,,44,ACT,1997-04-21,25,75.0,235.0,Louisiana State,2,2020,2020,MIA,185
2023,MIA,00-0036217,,FER045768,52593,32004645-5204-5768-746f-e219dd20e488,Blake Ferguson,Blake,Ferguson,Blake,LS,LS,,44,ACT,1997-04-21,26,75.0,235.0,Louisiana State,3,2020,2020,MIA,185
2024,MIA,00-0036217,,FER045768,52593,32004645-5204-5768-746f-e219dd20e488,Blake Ferguson,Blake,Ferguson,Blake,LS,LS,,48,RES,1997-04-21,27,75.0,235.0,Louisiana State,4,2020,2020,MIA,185
2025,HOU,00-0036217,,FER045768,52593,32004645-5204-5768-746f-e219dd20e488,Blake Ferguson,Blake,Ferguson,Blake,LS,LS,,49,CUT,1997-04-21,28,75.0,235.0,LSU,5,2020,2020,MIA,185
2020,NO,00-0036219,CallMa01,CAL617743,53098,32004341-4c61-7743-4446-48c992c4d138,Marquez Callaway,Marquez,Callaway,Marquez,WR,WR,WR,12,ACT,1998-03-27,22,74.0,204.0,Tennessee,0,2020,2020,,
2021,NO,00-0036219,CallMa01,CAL617743,53098,32004341-4c61-7743-4446-48c992c4d138,Marquez Callaway,Marquez,Callaway,Marquez,WR,WR,WR,1,ACT,1998-03-27,23,74.0,204.0,Tennessee,1,2020,2020,,
